6
5
3
5
5
10
6
6
6
5
4
4
10
4
16
5
2
14
58
6
5
31
4
3
15
6
5
32
5
4
8
4
6
7
0
5
10
10
6
6
4
4
11
4
8
4
4
5
3
7
3
4
5
4
6
4
6
5
22
1
7
17
5
8
7
4
3
7
6
4
26
4
6
